oracion;palabra;cat_diccionario;y_true;spacy_pos;spacy_dep;y_pred_b1;y_pred_b2;pred_XLM-RoBERTa
"Bukele dijo que la prueba de la especialista que “evadió el control sanitario” y puesta ayer en cuarentena ""entró en la tanda de la noche"", junto a las de las otras 82 personas que estuvieron en riesgo de contacto, pero “ninguno calificado como sospechoso”.";tanda;f;0;NOUN;obl;1;1;0
Pese al incremento, la funcionaria aseguró que en comparación con el año pasado, se reportan 4,000 casos menos, algo que atribuyó a la adquisición de vacunas que en total han sido un millón, de las cuales se han aplicado 550,000 mil.;año;m;0;NOUN;obl;1;1;0
“Vemos con profunda indignación que el caso del expresidente Elías Antonio Saca se esté tramitando de una forma que, si bien se apega a los resquicios establecidos en la ley, no responde a la imperante necesidad de la sociedad salvadoreña de vivir en un país donde los funcionarios que abusen del poder y roben al Estado, respondan apropiadamente por sus delitos”, expresó en un comunicado.;saca;f;0;PROPN;flat;1;1;0
En el consolidado de emergencias, Protección Civil informó que en este período se han producido un total de 164 accidente de tránsito.;tránsito;m;1;NOUN;nmod;1;1;0
Según el Centro Nacional de Huracanes de Miami, la depresión tropical Eta mantiene  .;centro;m;0;PROPN;obl;1;1;1
El ministro de Medio Ambiente y Recursos Naturales, Fernando López, informó que además de cielos nublados, lluvias y chubascos para hoy viernes,  .;medio;m;0;PROPN;nmod;1;1;0
Anualmente El Salvador registra una tasa de 68 muertes por cada 100,000  habitantes que sufren enfermedad renal terminal, misma que posiciona al país con la mortalidad más alta a nivel de Centroamérica y en el mundo, según la doctora Zulma Cruz de Trujillo, nefróloga del Hospital Nacional Rosales.;terminal;m;0;ADJ;amod;1;0;0
Según el comunicado de la Fiscalía,  se confirma la investigación contra los hermanos Carlos José, Gerardo Javier y José Ricardo Rivas Álvarez.;comunicado;m;1;NOUN;obl;1;1;0
Hananía instó a los maestros a aprovechar estos recursos y encontrar un equilibro entre su labor y la de los estudiantes, principalmente con aquellos que no tienen acceso a conectividad.;aprovechar;v;0;VERB;xcomp;1;1;0
Por su parte, el viceministro de Salud, Carlos Alvarenga, informó que se ha integrado una comisión nacional interinstitucional con especialistas y técnicos para abordar el proceso de trasplante de órganos, tejidos y células.;abordar;v;0;VERB;advcl;1;1;0
Quijano fue acusado el 1 de mayo del 2021 de fraude electoral y agrupaciones ilícitas en El Salvador en supuestas negociaciones con pandillas en campaña electoral 2014, y el 6 de mayo, el Juzgado Séptimo de Paz le giró una orden de captura en su contra.;orden;f;0;NOUN;obj;1;1;0
Estas multas también serán aplicables a quienes no respeten el precio máximo de venta de GLP envasado en cilindros para uso doméstico y cuando no se excluya el precio de venta de los combustibles del FEFE y Contrans de manera temporal.;manera;f;0;NOUN;nmod;1;1;0
de cada mes el jubilado tiene derecho a cobrar su jubilación, el Instituto Nacional de Seguridad Social (INASS) decide el cobro los días 4, 5, 6, 7 y 8 de cada mes, de acuerdo al almanaque anual que confeccionan.;social;m/f;0;PROPN;flat;1;1;0
El sacerdote Walter Osmír Vásquez Jiménez, asesinado el 29 de marzo de este año en Lolotique, San Miguel cuando se dirigía a oficiar una misa en el marco de la Semana Mayor.;año;m;0;NOUN;nmod;1;1;0
Figuran además Esmeralda Arabel Flores Acosta, María José Flores Acosta, Juan Abilio Guerra Melgar, Franklin Bladimir López Flores, Roberto Omar Álvarez Leiva, Wilber Javier Cáceres Benítez, Edith Emelda Ramírez y María Cristina Flores de Cruz.;esmeralda;f;0;PROPN;nsubj;1;1;1
Además hay viajeros que se encuentran en los aviones sin poder desembarcar ante la situación de emergencia, según informan medios de comunicación mexicanos.;situación;f;0;NOUN;obl;1;1;0
El Ministerio de Medio Ambiente y Recursos Naturales (MARN) informó hoy, a través de su cuenta de Twitter, que anoche murió el oso hormiguero hembra que fue rescatado el pasado 23 de marzo, tras sufrir graves quemaduras en un incendio de maleza registrado en el caserío El Salitral , cantón El Golfo, San Juan Nonualco, La Paz.;oso;m;0;NOUN;nsubj;1;1;0
En una operación dirigida por las Unidades Especializadas de Hurto y Robo de Vehículos y de Investigación de Homicidios y Pandillas de la FGR, se confirmó que la estructura se dedica al hurto y robo de mercadería, además de estar vinculados a estructuras de narcotráfico.;estar;v;0;AUX;aux;1;0;0
El ministerio de Obras Públicas (MOP) afirmó que más de  son invertidos en obras de mitigación en cárcavas y afectaciones en comunidades y colonias que se generaron tras el paso de la Tormenta Tropical “Bonnie” en el país a principios de julio.;paso;m;0;NOUN;obl;1;1;0
"Bukele explicó que hoy no se necesitan, pero ""los vamos a necesitar en poco tiempo"", dijo ante la emergencia de la pandemia por el Covid-19.";emergencia;f;0;NOUN;obl;1;1;0
"""Si no cierran nuestro cielo, es solo cuestión de tiempo que los cohetes rusos caigan sobre su territorio, sobre el territorio de la OTAN"", aseguró en un mensaje en vídeo.";sobre;m;0;ADP;case;1;0;0
También fue firme al indicar que no están fuera de control tras el incremento de casos de estas enfermedades.;firme;m;1;ADJ;ROOT;1;0;0
"Algunas de las zonas donde se está trabajando, según Rodríguez son: la zona de los condominios INPEP, en Mejicanos, en San Salvador, con una inversión de $10,000; la residencial Brisas de San Francisco, en la capital con obras de mitigación en la reparación de un cárcava y construcción de una bóveda que asciende a los $3.1 millones, así como la reparación de una cárcava en la colonia La Posada en San Jacinto con un valor de $24,500.";posada;f;0;PROPN;appos;1;1;1
Diario El Mundo publicó ayer la súplica de las tres jóvenes becarias salvadoreñas: “Sáquennos de aquí”.;tres;m;0;NUM;nummod;1;0;0
el boleto anticipado a octavos de final del Mundial de Catar-2022, mientras que la 'Celeste' se complica el pase a los cruces.;pase;m;0;NOUN;nsubj;1;1;0
De unas 20 instituciones que tienen presencia en el municipio de Santa Ana, solo el 25 % cuenta con programas de atención directa a personas retornadas, de acuerdo al estudio “Línea base sobre migración y retorno” realizado por la Organización Internacional para las Migraciones (OIM) y la alcaldía de Santa Ana, respaldado por la Agencia de los Estados Unidos para el Desarrollo Internacional (USAID), a través del programa Respuestas Integrales sobre Migración en Centroamérica.;línea;f;0;NOUN;appos;1;1;0
"""La única manera de evitar que nuestros abuelos, padres, hermanos y primos vayan a fallecer de esta enfermedad es no exponerse"" concluyó Alabí.";manera;f;0;NOUN;nsubj;1;1;0
Durante las vacaciones de agosto se han registrado 235 accidentes accidentes de tránsito que han dejado 154 personas lesionadas y 10 fallecidas, de acuerdo al consolidado preliminar del Sistema Nacional de Protección Civil, brindado esta mañana en el Turicentro Apulo.;tránsito;m;1;NOUN;nmod;1;1;0
En un comunicado de prensa, Casa Presidencial informó que el viceministro de operaciones, Francisco Alabí “coordinó la aplicación del protocolo” y se cumplió con la identificación y desabordaje controlado.;prensa;f;0;NOUN;nmod;1;1;0
"Para los estudiantes de quinto grado se transmitirá “El Busito Viajero”; mientras que “El Micrófono Escolar” será para estudiantes de sexto grado.";escolar;m;0;PROPN;flat;1;1;1
La imagen de los cuerpos de Óscar y la pequeña Valeria se ha hecho viral en redes sociales y ha recordado la imagen del niño sirio encontrado muerto en una playa turca tras intentar llegar a Grecia.;turca;f;0;ADJ;amod;1;0;0
El impulso de las administraciones Flores y Saca era frenado por una férrea oposición del FMLN que incluso llegó a retar el acuerdo con un recurso ante la Sala de lo Constitucional suscrito entre otros por el hoy presidente de la República y el hoy canciller.;saca;f;0;PROPN;conj;1;1;0
"Cuando decidí aceptar ser nominado candidato a delegado a la Asamblea Municipal del Poder Popular de La Habana del Este, lo hice sobre la base de aquella frase de que ""Sí se puede"".";base;f;0;NOUN;obl;1;1;0
Además, uno de los delincuentes fue encontrado muerto al interior del carro, horas después del hecho, en la 41 avenida Norte, a un costado del Centro Nacional de Registro (CNR), en San Salvador.;centro;m;0;PROPN;nmod;1;1;0
La Fiscalía está situada sobre la 8a.;sobre;m;0;ADP;case;1;0;0
"""Ahora lleva un recorte importante (el presupuesto) de alrededor de unos $12 millones de dolares, esto significa que la educación pública va a entrar en una situación de peor calamidad para el año 2018.";año;m;0;NOUN;nmod;1;1;0
"En muchas ocasiones estas concentraciones son de 2, 5,000, 10,000, 20,000 personas y nunca han escuchado ustedes que de esas concentraciones salga casi 30 heridos y muchos menos un aproximado de 15 personas heridas de bala"", dijo Cotto a su salida de la entrevista de Noticiero Hechos.";noticiero;m;0;PROPN;nmod;1;1;0
“Durante los últimos meses, las municipalidades han estado en primera línea, gestionando acciones varias para evitar que su población se enferme de Covid-19.;línea;f;0;NOUN;obl;1;1;0
EDP ganó un proceso de licitación para construir la primera planta de gas natural en El Salvador en 2014.;gas;m;0;NOUN;nmod;1;1;0
“Ustedes aquí ven especialidades que tienen que ver con las especialidades del problema, la planificación de cómo abordarlo desde el punto de vista epidemiológico y de la salud pública y además cómo se va a enfrentar los casos de las personas que ya padecen, desde el punto de vista clínico, el abordaje es integral desde el punto de visto médico, también se van a dar aportes a la población desde el punto de vista educativo”, explicó el doctor Brizuela.;ustedes;pron;0;PRON;nsubj;1;1;0
“¿Qué originó esta modificación en bienes y servicios?, ¿en qué se ocupó?, es importante dar cuenta de esto.;dar;v;0;VERB;csubj;1;1;0
La Fiscalía acusa a los exdirectores de haber tomado el dinero que la familia de los reos aportaban para las tiendas institucionales, para pagar servicios de inteligencia, sobresueldos, bonificaciones, otorgar préstamos al personal y otros que la Ley de las tiendas institucionales prohíbe,  Tres pericias financieras realizadas a la administración de tiendas institucionales en las dos administraciones del FMLN determinaron que se extrajeron $208 mil para fines que no eran para beneficios de tiendas institucionales y que en todo caso se debieron cubrir con el presupuesto de Centros Penales.;tres;m;0;NUM;nummod;1;0;0
“Vemos con profunda indignación que el caso del expresidente Elías Antonio Saca se esté tramitando de una forma que, si bien se apega a los resquicios establecidos en la ley, no responde a la imperante necesidad de la sociedad salvadoreña de vivir en un país donde los funcionarios que abusen del poder y roben al Estado, respondan apropiadamente por sus delitos”, expresó en un comunicado.;vivir;v;0;VERB;acl;1;1;0
"Aunque la sentencia es firmada por los cinco magistrados de la Sala  Cáder Camilot presentó un voto ""parcialmente en contra"".";cinco;m;0;NUM;nummod;1;0;0
El edil también verificó la etapa final del montaje de estructuras metálicas que se están habilitando para mejorar las condiciones de al menos 140 vendedores informales, ubicados en la segunda calle oriente, a un costado de la Biblioteca Nacional, quienes se sumaron al plan de reordenamiento en junio pasado.;calle;f;0;NOUN;obl;1;1;0
Asimismo, la legisladora del partido de izquierda también hizo el llamado a la dirigencia del FMLN a investigar esta denuncia porque se debe esclarecer a la militancia “por el bien de la entidad política”.;dirigencia;f;0;NOUN;obj;1;1;0
Por su parte, Yanira de Herrera, esposa de “El Burro” Herrera, aclaró que no están en contra de las medidas extraordinarias que les aplican a los pandilleros.;contra;f;0;NOUN;fixed;1;1;0
A partir del 22 de julio del presente año, los camiones particulares de pasaje con ruta Las Tunas-Manatí han subido sus tarifas de $5.00 a $10.00.;año;m;0;NOUN;nmod;1;1;1
Rusia amplió sus objetivos militares en Ucrania el domingo con ataques a una base militar cerca de la frontera con Polonia, mientras Kiev informó de que más de 2.000 civiles murieron en una de sus ciudades sitiadas.;base;f;0;NOUN;nmod;1;1;0
Inmediatamente, le manifestaron que su jornada diaria iba terminar a las 4:00 de la tarde y que además, en el local se vendían cervezas, pero que le llamó la atención ver a otras menores en diferentes cuartos a los que no se le permitía ingresar.;terminar;v;0;VERB;xcomp;1;1;0
Si no hay mejora en el tratamiento a los médicos en formación, ¿cómo se puede pretender que los pacientes reciban mejor atención con médicos maltratados, humillados, agotados por turnos y afrontando la depresión causada por esa realidad que tarde o temprano afecta a toda la sociedad?;depresión;f;0;NOUN;obj;1;1;0
El director de la Policía Nacional Civil (PNC), Howard Cotto, afirmó que el arma con que fue asesinado el líder del PCN, Ramón Kury, no fue entregada a un comisionado de la corporación policial, como expuso la Fiscalía General de la República en la audiencia inicial.;ramón;m;0;PROPN;appos;1;1;0
Citó como ejemplo que después de tres años  de un cuerpo estar bajo tierra, se quiera verificar un tatuaje, si los restos, ya ni siquiera tienen piel.;estar;v;0;AUX;cop;1;0;0
Por su parte, Simeduco destacó que han recibido reportes de seis maestros enfermos por el virus del SARS-CoV-2 en la institución, y entre tres y cinco sospechosos de la enfermedad.;cinco;m;0;NUM;conj;1;0;0
La Policía confirmó que en la vivienda encontraron manchas de sangre y varios casquillos de bala.;bala;f;0;NOUN;nmod;1;1;0
La Sala declaró   para obtener una autorización para suscribir un préstamo que financiaría la fase III del Plan de Control Territorial del Ejecutivo.;plan;m;0;PROPN;nmod;1;1;0
Además, especificó que la donación cuenta con más de 10,000 productos: hidrolavadoras, motobombas, tanques de captación, mangueras, botas y trajes impermeables para labores de limpieza, lavamanos y basureros portátiles, amonio cuaternario, alcohol gel y canopys.;lavamanos;m;1;NOUN;conj;1;1;1
El catedrático universitario, Miguel Ángel Serrano Melgar, deberá realizar un año y medio de trabajos de utilidad pública por violar orden de restricción de acercamiento a una ex alumna, con quien sostuvo una relación amorosa.;orden;f;0;NOUN;obj;1;1;0
"Ambos declararon en el juicio y en su testimonio manifestaron que los tres imputados fueron los que dispararon en su contra e hirieron de bala a Carranza y “Clave Ramón”; el primero murió a raíz de los impactos de bala recibidos.";ramón;m;0;PROPN;flat;1;1;0
Sin embargo, con el financiamiento y la ejecución estamos hablando de no menos de año o dos años para terminar y poderlo tener”, explicó Ayala.;terminar;v;0;VERB;acl;1;1;0
Cambiar de ubicación las terminales de oriente y occidente, reubicar el mercado La Tiendona y construir una terminal de carga en la parte norte del Área Metropolitana de San Salvador (AMSS) son algunas de las sugerencias de la consultora Tahal en un estudio realizado en 1995.;reubicar;v;1;VERB;advcl;1;1;1
La Fiscalía General de la República (FGR) realizó un operativo de captura contra los tres sujetos en los municipios de San Miguel, Usulután y Ciudad Barrios, todos al oriente del país.;contra;f;0;ADP;case;1;0;0
El alcalde de San Miguel, Miguel Pereira informó a través de su cuenta de Twitter, sobre un nuevo cierre en la carretera del Litoral en el kilómetro 140 aproximadamente, esto ante las inundaciones en la zona producto de las lluvias registradas en las últimas horas.;cierre;m;0;NOUN;obl;1;1;0
En el 2017, el CONAB entregó en uso provisional bienes valorados en más de $5 millones 433 mil dólares a la Corte Suprema, Fiscalía General de la República, Ministerios de la Defensa y Seguridad, además de la Policía Nacional Civil (PNC).;corte;m;0;PROPN;obj;1;1;0
La caída del bitcoin se lleva a su paso a otras criptomonedas como ethereum que ayer tenía una pérdida del 3.6 % en las últimas 24 horas y binance coin reportaba un baja de 2.5 %, mientras que tether se cotizaban en terreno positivo en 0.3 % en el mismo período.;paso;m;0;NOUN;obl;1;1;0
Además, la arena de río incrementó un 51 %, al pasar de costar $19.38 a $29.26, unos $9.88 más por metro cúbico.;pasar;v;0;VERB;advcl;1;1;1
Las lluvias y los vientos también provocaron la caída de varios árboles que dañaron tendidos eléctricos en las islas La Pirraya, San Sebastián y Rancho Viejo, en el municipio de San Dionisio, departamento de Usulután.;viejo;m;0;PROPN;flat;1;1;1
La falta de profesores obligó al surgimiento de aquellos maestros emergentes que si bien tenían muy buena disposición (digna del mayor de los homenajes) les faltaba la experiencia y los conocimientos.;les;pron;1;PRON;obj;1;1;0
Según el director de centros penales, el ataque contra el custodio penitenciario estaría relacionado con el asesinato de la abogada Odilia patricia Recinos, atacada a balazos cuando se bajaba de un vehículo nacional en el municipio de Sonzacate.;contra;f;0;ADP;case;1;0;0
"""Si en esto no empujamos todos con ese sentido humano, si en esto no empujamos todos, no salimos; nosotros, la empresa privada, las municipalidades, los países amigos, representantes internacionales y la gente, la comunidad, la Asamblea Legislativa ojalá algún día, pero todos empujando bajo lo mismo"", sostuvo.";comunidad;f;0;NOUN;appos;1;1;0
De acuerdo con la denuncia, les están aplicando las mismas medidas extraordinarias a las cuales están sometidos los pandilleros de siete penales para evitar que sigan ordenando homicidios y extorsiones.;siete;m;0;NUM;nummod;1;0;0
Los sindicalistas exhortaron a los diputados a mejorar la inversión en educación, de no hacérselo dijeron que podrían boicotear el inicio del año escolar 2018.;año;m;0;NOUN;nmod;1;1;0
Un cabo del Ejército salvadoreño fue asesinado en horas de la tarde de este sábado, reportó la Fiscalía General de la República (FGR).;cabo;m;0;NOUN;nsubj;1;1;0
Los policías detenidos estaban asignados a la referida delegación pero ejercían sus funciones en dos subdelegaciones de la zona oriente de la capital, según confirmó la Fiscalía General de la República.;zona;f;0;NOUN;nmod;1;1;0
En el escrito le piden al juez del caso que “someta la resolución final a los castigos y correcciones que sean proporcionales y acordes” al daño.;daño;m;0;NOUN;obj;1;1;0
"Cuando llegó a la dirección se percató que se trataba de un carwash, en donde la atendieron y le pidieron que ingresara; la primera pregunta que le hicieron fue si era policía, pero ella respondió que no y que necesitaba el trabajo.";trabajo;m;0;NOUN;obj;1;1;0
"El 8 de abril, la Asociación de Pediatría de El Salvador alertó del aumento de los casos de paperas, a través de un comunicado, y llamó a los padres de familia a prevenir la enfermedad con la aplicación de la vacuna triple viral Sarampión, Rubéola y Paperas (SPR, por sus siglas en inglés); sin embargo, al ser cuestionado por la situación, el entonces viceministro de salud, Julio Robles Ticas, dijo que la situación no era alarmante.";ser;m;0;AUX;aux;1;0;0
La Asamblea Legislativa se ve superada, nuevamente, por el mandato constitucional que le encomienda la delicada tarea de elegir a tiempo un Procurador para la Defensa de los Derechos Humanos.;encomienda;f;0;VERB;acl;1;0;0
Un doble homicidio se ha reportado este viernes en el caserío Los Trejos, colonia María Auxiliadora, cantón Primavera, Santa Ana, informó la Fiscalía General de la República (FGR).;colonia;f;0;NOUN;appos;1;1;0
Durante el primer semestre, el turismo proveniente de la nación norteamericana aumentó un 46.4 % al alcanzar los 424,488 viajeros, unos 134,673 más en comparación al mismo período del año pasado.;alcanzar;v;0;VERB;advcl;1;1;0
Ha sido decretada solo en la zona del volcán Chaparrastique, departamento de San Miguel.;zona;f;0;NOUN;obl;1;1;1
El ministerio también ha revelado que hay afectación grave en los municipios de Santa Tecla, Ilopango, Mejicanos, la zona sur de San Salvador, Ciudad Barrios, Nuevo Edén de San Juan y San Antonio (San Miguel).;zona;f;0;NOUN;appos;1;1;0
Sobre los 50 minutos el encuentro se detuvo porque un individuo con una bandera arcoíris y una camiseta con un mensaje a favor de las mujeres iraníes y en contra de la invasión rusa en Ucrania invadió el campo de juego, constataron periodistas de la AFP.;sobre;m;0;ADP;case;1;0;0
Según Cotto, a partir de estas indagaciones decidieron el pasado jueves 22 de febrero, custodiar el cementerio de San Francisco Javier e informar a la Fiscalía sobre los nuevos hallazgos.;partir;v;0;NOUN;fixed;1;0;0
Hace ya cerca de cinco meses, trabajadores de la empresa del gas acometieron una labor encaminada a la necesaria rehabilitación de las redes en la calle 4, desde las esquinas de Línea hasta 17 en El Vedado.;calle;f;1;NOUN;nmod;1;1;1
"Soy ingeniero eléctrico graduado en el año 1972, y no he dejado de trabajar ni un solo día en labores siempre acordes con mi profesión, en las áreas de montaje de maquinarias de la construcción, mantenimiento industrial y proyectos eléctricos muy diversos; actividades estas en las que dirigí personal durante 12 años consecutivos.";mantenimiento;m;1;NOUN;appos;1;1;0
Durante el evento, la subdirectora del INS, Xochitl Sandoval, consideró que hace falta infraestructura, un presupuesto destinado para trasplante renal “y un programa que vigile desde el punto de vista ético, legal y médico, así como un cuadro de insumos y medicamentos que son básicos y  de alto costo” para realizar trasplantes en el país.;evento;m;1;NOUN;obl;1;1;0
El animal tenía quemaduras en la mitad de su hocico, en parte de su pelaje, en una oreja, en el contorno de sus ojos y en sus plantares.;animal;m;0;NOUN;nsubj;1;1;0
Del otro lado, la expectativa de la defensa es “positiva”, afirmó Chacón, tras estimar que la defensa ha aportado todos los elementos de prueba de descargo y “consideramos que el resultado para nosotros va a demostrar las imputaciones hechas no son ciertas”.;defensa;f;0;NOUN;nmod;1;1;0
El catedrático universitario, Miguel Ángel Serrano Melgar, deberá realizar un año y medio de trabajos de utilidad pública por violar orden de restricción de acercamiento a una ex alumna, con quien sostuvo una relación amorosa.;año;m;0;NOUN;obl;1;1;0
Un cardenal de la Iglesia Católica es un enorme honor pero también un enorme compromiso hasta de derramar la sangre por la fe y el hasta ayer obispo auxiliar sabe de ese compromiso desde sus días al lado del obispo mártir, Monseñor Óscar Arnulfo Romero.;compromiso;m;0;NOUN;nsubj;1;1;0
Aunque podría estar vinculado a los ataques de las organizaciones criminales contra parientes de policías y militares.;estar;v;0;AUX;aux;1;0;0
Al presentar la solicitud del proceso penal, la representación fiscal pidió que se le ordene prisión por ser un delito grave y por existir suficientes indicios sobre la participación que supuestamente tuvo en la agresión contra tres empleados de la alcaldía de esa localidad.;sobre;m;0;ADP;case;1;0;0
El proceso de licitación pública cuestionado es el LP-01/TSE/PEE-2018 “Suministro de papeletas de votación para ser utilizadas en la elección de diputados y diputadas a la Asamblea Legislativa e Integrantes de los Concejos Municipales durante el evento electoral 2018”.;evento;m;0;NOUN;obl;1;1;0
Aunque Pignato ha sido acusada, el Ministerio Público no ha girado orden de captura en su contra.;contra;f;0;NOUN;obl;1;1;0
Dijo, además , que están trabajando en la reparación de fugas de agua que anualmente deja pérdidas de $128 millones.;agua;f;0;NOUN;nmod;1;1;0
En países donde se está ganando la batalla del coronavirus como Alemania, Taiwán o Corea del Sur, a ningún político responsable se le ocurre tomar medidas antojadizas sin escuchar a los especialistas.;tomar;v;0;VERB;csubj;1;1;0
Al desacelerar la ejecución de infraestructura, hubo una menor demanda de grava, cemento y arena.;cemento;m;0;NOUN;conj;1;1;0
"""El régimen de prueba de cargo que se tiene son bastantes contundentes, nos estamos basando prácticamente a nivel de prueba pericial, prueba testimoniales, así como también hay prueba documental que puede aportar y puede venir a fortalecer la acusación que Fiscalía está presentando contra el imputado en la cual se puede demostrar de manera contundente que él ha participado directamente en el homicidio tanto de la madre como del no nacido"", dijo el fiscal del caso.";manera;f;0;NOUN;obl;1;1;0
Añadió que hasta el momento, “estamos haciendo dos esfuerzos paralelos, de igual manera estamos avanzando a un puente provisional, metálico, con fondos Fopromil que fueron aprobados el viernes de la semana pasada y, de igual manera, ya montamos a un equipo para el puente definitivo que ese nos lleva mucho más tiempo, pero estamos trabajando en tres equipos.;tres;m;0;NUM;nummod;1;0;0
Los diputados de Nuevas Ideas y sus aliados tampoco hicieron preguntas sobre dudas específicas en torno al proyecto de presupuesto presentado por Turismo.;sobre;m;0;ADP;case;1;0;0
La expansión mundial de la Mara Salvatrucha (MS-13)  no es una casualidad ya que la cúpula de esta estructura diseñó una estrategia para tener designados en países clave del continente americano y Europa.;clave;f;0;NOUN;nmod;1;1;0
En su denuncia, la menor de edad dice que viajó a San Salvador para encontrar un trabajo y que en el camino observó un rótulo en el que se leía:“Se necesitan jóvenes humildes para lavar trastos y limpieza”.;limpieza;f;0;NOUN;conj;1;1;0
Además, comunicaron que cuando se presenten lluvias, cerrarán la carretera y que la población deberán buscar vías alternas.;buscar;v;0;VERB;conj;1;1;0
Dijo que el testigo con clave “Hitler”, un supuesto pandillero que aseguraba haber participado en los casos y que delató a sus compinches, no pudo precisar el lugar, hora, día, tipo de arma, características de los vestuarios que llevaban las víctimas a la hora que fueron asesinadas, ni otras particularidades.;clave;f;0;NOUN;nmod;1;1;0
"El fin de semana se conoció que el exsecretario fue dado de alta del hospital Policlínico del Instituto Salvadoreño del Seguro Social (ISSS) en Planes de Renderos, en donde se recuperaba, y fue trasladado al Centro Penal La Esperanza, conocido como ""Mariona""; la dirección de Centros Penales dijo que se encuentra estable, pero padece de depresión severa.";centro;m;0;PROPN;obl;1;1;0
En este caso, el pick up gris es en el que se transporta carga, escaleras, rollos de alambre y otros implementos que las compañías instaladoras del sistema eléctrico utilizan para realizar sus trabajos.;realizar;v;0;VERB;advcl;1;1;1
Para llevar a cabo esta investigación, se realizó un análisis de diversas aplicaciones populares destinadas a la realización de reuniones virtuales, presentes en los principales sistemas operativos, como  Lo hicieron con el objetivo de determinar hasta qué punto podían recopilar información de los usuarios a pesar de haber muteado el sistema y desactivado el micrófono de las aplicaciones.;llevar;v;0;VERB;advcl;1;1;0
, reconoció durante una entrevista en el programa La Tribu.;programa;m;0;NOUN;nmod;1;1;0
En junio pasado, 130 puntos de venta establecidos en los alrededores del ex cine Libertad, en la sexta avenida sur, entre la cuarta y la sexta calle poniente, liberaron de forma voluntaria dichas arteria y aceptaron ser ubicados cerca de la zona, con el fin de generar mayor flujo vehicular en este punto que conecta hacia la plaza Libertad.;cuarta;f;0;ADJ;amod;1;0;1
El director del Cuerpo de Bomberos en El Salvador, Edwin Chavarría, aseguró que en unas 48 horas se publicará el informe oficial  sobre el origen del incendio en el Mercado San Miguelito, de San Salvador, que consumió más del 60 % de la infraestructura el pasado 22 de septiembre.;sobre;m;0;ADP;case;1;0;0
En contra de los agentes tienen información que los incrimina en esa actividad ilícita, razón por la cual pedirán que sigan en detención provisional al momento de ponerlos a la orden de un juzgado de la zona.;zona;f;0;NOUN;nmod;1;1;0
Así, cuando el concentrado (alimento para las vacas), los insumos agrícolas y el combustible subieron, los costos para los ganaderos se volvieron insostenibles y varios decidieron vender sus bovinos.;vender;v;0;VERB;xcomp;1;1;0
La Asamblea Legislativa aprueba hoy una reforma presupuestaria que permitirá la inyección de $5 millones al Banco de Fomento Agropecuario (BFA) y reforzar el Fideicomiso del Sector Agropecuario (Fideagro).;banco;m;0;PROPN;nmod;1;1;0
En este caso, el pick up gris es en el que se transporta carga, escaleras, rollos de alambre y otros implementos que las compañías instaladoras del sistema eléctrico utilizan para realizar sus trabajos.;carga;f;0;NOUN;nsubj;1;1;1
El ministro Zelaya afirmó que el aviso a la Fiscalía contra el presidente de la Corte de Cuentas es por el delito de r  que es sancionado con una pena de  Zelaya afirmó que dio ocho días para que la Corte de Cuentas le enviara la notificación preliminar de auditoría a Hacienda pero no lo hizo.;corte;m;0;PROPN;nmod;1;1;0
"Según reportes de la PNC una patrulla del sistema 911 ""intervino un vehículo sospechoso en la entrada de la Urbanización Popotlán del referido municipio, capturando en flagrancia a tres pandilleros con armas de fuego, uniformados simulando ser policías"".";entrada;f;0;NOUN;obl;1;1;0
En el Juzgado Tercero de Paz de Soyapango fue acusado ayer, Santos Florentín Serrano Magarín, de 47 años, empleado del Cuerpo de Agentes Municipales (CAM) de Soyapango a quien la Fiscalía General de la República le atribuye el delito de homicidio tentado en perjuicio de tres personas.;serrano;m;0;PROPN;flat;1;1;0
La mujer fue capturada en flagrancia en su casa, ubicada en colonia Divina Providencia, donde le fueron encontradas cinco escopetas.;casa;f;0;NOUN;obl;1;1;0
Además, el pasado sábado 29 de septiembre la Unidad de Administración de Justicia en Santa Ana presentó al Juzgado Segundo de Paz, del mismo municipio, una nueva acusación contra una mujer policía –que no fue capturada la semana anterior– y dos de los agentes arrestados.;contra;f;0;ADP;case;1;0;0
También, hay afectación moderada en 22 municipios: Guaymango, Jujutla, Coatepeque, Santa Ana, Sonzacate, La Palma, Nueva Concepción, Antiguo Cuscatlán, Quezaltepeque, Apopa, Cuscatancingo, San Marcos, Soyapango, Cojutepeque, Zacatecoluca, San Luis La Herradura, San Sebastián, Jucuapa, San Francisco Gotera, El Carmen (La Unión), Santa Rosa de Lima.;herradura;f;0;PROPN;flat;1;1;1
Entre los lugares donde la policía hizo inspecciones figuran el establecimiento denominado Tío Sam, el Galaxy y otros ubicados sobre la 29 calle poniente de esta San Salvador.;calle;f;0;NOUN;obl;1;1;0
Cristóbal marca un nuevo récord desde que se comenzó a llevar registros en 1851.;llevar;v;0;VERB;xcomp;1;1;0
La Fiscalía General de la República (FGR) realizó un operativo de captura contra los tres sujetos en los municipios de San Miguel, Usulután y Ciudad Barrios, todos al oriente del país.;tres;m;0;NUM;nummod;1;0;0
"[caption id=""attachment_616890"" align=""aligncenter"" width=""627""]  Madre e hijo fueron asesinados en su vivienda en horas de la madrugada.";madre;f;0;PROPN;flat;1;1;0
