oracion;palabra;cat_diccionario;y_true;spacy_pos;spacy_dep;y_pred_b1;y_pred_b2
Sobre los bienes de César Funes, el fiscal dijo que siguen procesándolas.;sobre;m;0;ADP;case;1;0
El Conab publicó una lista de bienes donde aparecen residencias y ranchos de playa del exjefe de la unidad financiera, Francisco Rodríguez, que ayer pasaron a ser administradas por el Consejo Nacional de Administración de Bienes (Conab).;playa;f;0;NOUN;nmod;1;1
El Conab publicó una lista de bienes donde aparecen residencias y ranchos de playa del exjefe de la unidad financiera, Francisco Rodríguez, que ayer pasaron a ser administradas por el Consejo Nacional de Administración de Bienes (Conab).;ser;m;0;AUX;aux;1;0
De manera símbolica, el jefe fiscal inició la incautación de bienes en la mansión Saca, lugar de residencia del exmandatario hasta el día de su captura, el 30 de octubre del 2016.;manera;f;0;NOUN;obl;1;1
De manera símbolica, el jefe fiscal inició la incautación de bienes en la mansión Saca, lugar de residencia del exmandatario hasta el día de su captura, el 30 de octubre del 2016.;saca;f;0;PROPN;appos;1;1
El Fiscal también explicó que Élmer Charlaix será el único de los imputados cuyos bienes serán perseguidos a través de la vía civil y no por extinción de dominio porque existe una condena en su contra por enriquecimiento ilícito y la Sala de lo Constitucional prohibió la doble persecusión.;contra;f;0;NOUN;nmod;1;1
El Fiscal también explicó que Élmer Charlaix será el único de los imputados cuyos bienes serán perseguidos a través de la vía civil y no por extinción de dominio porque existe una condena en su contra por enriquecimiento ilícito y la Sala de lo Constitucional prohibió la doble persecusión.;doble;m;0;ADJ;amod;1;0
Tras una caída máxima registrada este miércoles el precio del bitcoin experimenta una leve estabilidad al cotizarse su precio en $16.006 luego de caer en 24 horas de $18,749 a $15,663.;miércoles;sust(m/f)/adj;0;NOUN;obl;1;1
Tras una caída máxima registrada este miércoles el precio del bitcoin experimenta una leve estabilidad al cotizarse su precio en $16.006 luego de caer en 24 horas de $18,749 a $15,663.;caer;v;0;VERB;advcl;1;1
El portal de consulta de criptomonedas coingecko.com destaca que el precio solo este miércoles bajó a -14.1%.;portal;m;0;NOUN;nsubj;1;1
El portal de consulta de criptomonedas coingecko.com destaca que el precio solo este miércoles bajó a -14.1%.;miércoles;sust(m/f)/adj;0;NOUN;nmod;1;1
"""Se espera tormentas eléctricas y lluvias con énfasis en los alrededores de la cordillera volcánica, zona centro y el occidente del país.";zona;f;0;NOUN;appos;1;1
"""Se espera tormentas eléctricas y lluvias con énfasis en los alrededores de la cordillera volcánica, zona centro y el occidente del país.";centro;m;0;NOUN;nmod;1;1
"El viento viajará con velocidades entre los 12 y 25 kilómetros por hora, siendo del noreste por la mañana y la noche, con ráfagas de viento ocasionales sobre todo acompañando a las tormentas, en horas de la tarde el viento asociado a la brisa marina será del este y sureste, con máximos de 22 kilómetros por hora"", indica el informe.";sobre;m;0;ADP;advmod;1;0
"El viento viajará con velocidades entre los 12 y 25 kilómetros por hora, siendo del noreste por la mañana y la noche, con ráfagas de viento ocasionales sobre todo acompañando a las tormentas, en horas de la tarde el viento asociado a la brisa marina será del este y sureste, con máximos de 22 kilómetros por hora"", indica el informe.";brisa;f;0;NOUN;obj;1;1
Estas lluvias serán producto del paso de una Onda Tropical sobre territorio salvadoreño.;paso;m;0;NOUN;nmod;1;1
Estas lluvias serán producto del paso de una Onda Tropical sobre territorio salvadoreño.;sobre;m;0;ADP;case;1;0
El cielo se presentará medio nublado a nublado.;medio;m;0;NOUN;advmod;1;1
Los sospechosos fueron detenidos en flagrancia la tarde del pasado miércoles en el parqueo de  una agencia bancaria, en la colonia Escalón, de San Salvador, en el momento que supuestamente intentaban sustraer dinero de un cajero automático con el uso de una tarjeta clonada.;miércoles;sust(m/f)/adj;0;NOUN;nmod;1;1
Los sospechosos fueron detenidos en flagrancia la tarde del pasado miércoles en el parqueo de  una agencia bancaria, en la colonia Escalón, de San Salvador, en el momento que supuestamente intentaban sustraer dinero de un cajero automático con el uso de una tarjeta clonada.;parqueo;m;1;NOUN;obl;1;1
Los sospechosos fueron detenidos en flagrancia la tarde del pasado miércoles en el parqueo de  una agencia bancaria, en la colonia Escalón, de San Salvador, en el momento que supuestamente intentaban sustraer dinero de un cajero automático con el uso de una tarjeta clonada.;colonia;f;1;NOUN;nmod;1;1
Durante el procedimiento policial les incautaron $680 en efectivo y 16 tarjetas falsas de crédito y debito, de diferentes bancos.;les;pron;0;PRON;obj;1;1
Durante el procedimiento policial les incautaron $680 en efectivo y 16 tarjetas falsas de crédito y debito, de diferentes bancos.;crédito;m;0;NOUN;nmod;1;1
Además, un automóvil en el que se transportaban y tres teléfonos.;tres;m;0;NUM;nummod;1;0
Las víctimas, denunciaron a los bancos que les habían sustraído dinero de sus cuentas bancarias, acto que fue alertado en la PNC.;les;pron;0;PRON;obj;1;1
Uno de los crímenes fue cometido en la comunidad El Descanso, la víctima es un menor de 16 años.;comunidad;f;0;NOUN;obl;1;1
Mientras que en la comunidad Santa Teresa fue asesinado José Amelio Cuéllar, de 38 años.;comunidad;f;0;NOUN;obl;1;1
Durante septiembre, el promedio de crímenes diarios es de siete.;siete;m;0;NUM;ROOT;1;0
La elección de magistrados sobrepasó la séptima semana sin realizarse, mientras aumentan las voces encaprichadas de fracciones legislativas que exigen sus cuotas en la Corte Suprema, un claro retroceso a la época donde ese órgano de Estado era una prolongación de la polarización política e instrumento partidario.;corte;m;0;PROPN;obl;1;1
La elección de magistrados sobrepasó la séptima semana sin realizarse, mientras aumentan las voces encaprichadas de fracciones legislativas que exigen sus cuotas en la Corte Suprema, un claro retroceso a la época donde ese órgano de Estado era una prolongación de la polarización política e instrumento partidario.;partidario;m;0;ADJ;amod;1;0
Los nuevos magistrados deben ser ejemplos de integridad, independencia, imparcialidad, valentía, honestidad y profesionalidad, tener el carácter suficiente para mostrar sus cualidades.;ser;m;0;AUX;cop;1;0
Preocupa entonces el interés de manipular esta elección para que esos requisitos se hagan de lado y se prefiera a futuros magistrados obedientes a la partidocracia y sin los méritos suficientes para ocupar tan altos cargos.;ocupar;v;0;VERB;acl;1;1
El Ministerio de Obras Públicas restringirá nuevamente el paso a la carretera al Puerto de La Libertad este jueves, por obras de ejecución del proyecto de ampliación a 4 carriles de esta carretera, en su Tramo II.;paso;m;0;NOUN;obj;1;1
La actividad se realizará en el kilómetro 25.2 de la Carretera al Puerto de la Libertad, zona de Comunidad Corinto 2.;zona;f;0;NOUN;appos;1;1
La actividad se realizará en el kilómetro 25.2 de la Carretera al Puerto de la Libertad, zona de Comunidad Corinto 2.;comunidad;f;0;PROPN;nmod;1;1
El jueves 20 de septiembre de 2018, se realizará el montaje de 4 vigas y 3 descansos en lateral derecho, por lo que se restringirá el paso de 2:00 p.m en adelante, el tráfico será trasladado al carril izquierdo, en dirección a Santa Tecla y San Salvador.;paso;m;0;NOUN;nsubj;1;1
El jueves 20 de septiembre de 2018, se realizará el montaje de 4 vigas y 3 descansos en lateral derecho, por lo que se restringirá el paso de 2:00 p.m en adelante, el tráfico será trasladado al carril izquierdo, en dirección a Santa Tecla y San Salvador.;carril;m;0;NOUN;obl;1;1
en adelante se instalará la viga principal, por lo que se interrumpirá el tráfico por unos 30 minutos.;viga;f;0;NOUN;nsubj;1;1
La Policía Nacional Civil (PNC) reportó la captura de dos jóvenes acusados de participar en el asesinato de un investigador de la División Central de Investigaciones (DCI) de la corporación policial, hecho registrado la semana pasada a bordo de un autobús de la ruta 117, en el kilómetro 13 de la carretera Troncal del Norte, en Apopa.;central;m;0;PROPN;flat;1;1
La Policía Nacional Civil (PNC) reportó la captura de dos jóvenes acusados de participar en el asesinato de un investigador de la División Central de Investigaciones (DCI) de la corporación policial, hecho registrado la semana pasada a bordo de un autobús de la ruta 117, en el kilómetro 13 de la carretera Troncal del Norte, en Apopa.;ruta;f;0;NOUN;nmod;1;1
Según las autoridades, ambos son miembros de una banda de asaltantes que operaba en la zona de la carretera Troncal del Norte y lugares aledaños.;banda;f;0;NOUN;nmod;1;1
Según las autoridades, ambos son miembros de una banda de asaltantes que operaba en la zona de la carretera Troncal del Norte y lugares aledaños.;zona;f;0;NOUN;obl;1;1
Además, uno de los delincuentes fue encontrado muerto al interior del carro, horas después del hecho, en la 41 avenida Norte, a un costado del Centro Nacional de Registro (CNR), en San Salvador.;interior;m;0;NOUN;obl;1;1
Además, uno de los delincuentes fue encontrado muerto al interior del carro, horas después del hecho, en la 41 avenida Norte, a un costado del Centro Nacional de Registro (CNR), en San Salvador.;carro;m;1;NOUN;nmod;1;1
Además, uno de los delincuentes fue encontrado muerto al interior del carro, horas después del hecho, en la 41 avenida Norte, a un costado del Centro Nacional de Registro (CNR), en San Salvador.;centro;m;0;PROPN;nmod;1;1
Además, uno de los delincuentes fue encontrado muerto al interior del carro, horas después del hecho, en la 41 avenida Norte, a un costado del Centro Nacional de Registro (CNR), en San Salvador.;registro;m;0;PROPN;flat;1;1
El alcalde de San Miguel, Miguel Pereira informó a través de su cuenta de Twitter, sobre un nuevo cierre en la carretera del Litoral en el kilómetro 140 aproximadamente, esto ante las inundaciones en la zona producto de las lluvias registradas en las últimas horas.;sobre;m;0;ADP;case;1;0
El alcalde de San Miguel, Miguel Pereira informó a través de su cuenta de Twitter, sobre un nuevo cierre en la carretera del Litoral en el kilómetro 140 aproximadamente, esto ante las inundaciones en la zona producto de las lluvias registradas en las últimas horas.;cierre;m;0;NOUN;obl;1;1
El edil detalló que la medida obedece también al crecimiento del Río Grande que ya ha sobrepaso los niveles de agua, por lo que se ha aumentado su caudal.;crecimiento;m;1;NOUN;obj;1;1
El edil detalló que la medida obedece también al crecimiento del Río Grande que ya ha sobrepaso los niveles de agua, por lo que se ha aumentado su caudal.;agua;f;0;NOUN;nmod;1;1
En la zona se iniciarán una serie de evaluaciones para poder habilitar el paso lo más pronto posible.;zona;f;0;NOUN;obl;1;1
En la zona se iniciarán una serie de evaluaciones para poder habilitar el paso lo más pronto posible.;habilitar;v;0;VERB;advcl;1;1
En la zona se iniciarán una serie de evaluaciones para poder habilitar el paso lo más pronto posible.;paso;m;0;NOUN;obj;1;1
Protección Civil emitió una nueva alerta verde para 223 municipios y mantuvo la alerta amarilla en 39, debido al nuevo pronóstico de lluvias para las siguientes 72 horas, según el Ministerio de Medio Ambiente.;medio;m;0;PROPN;flat;1;1
Las lluvias de la tormenta tropical 14 azotaron, en primera instancia, la zona oriental del país y al desplazarse, la zona occidental, inundando los municipios costeros y más vulnerables.;zona;f;0;NOUN;obj;1;1
Las lluvias de la tormenta tropical 14 azotaron, en primera instancia, la zona oriental del país y al desplazarse, la zona occidental, inundando los municipios costeros y más vulnerables.;zona;f;0;NOUN;obj;1;1
La ley actual establece el derecho del receptor a recibir medicación oportuna y permanente para el mantenimiento del órgano trasplantado, así como el derecho del donante a recibir atención, ambos con la posibilidad de hacer una homologación para recibir tratamiento en el sistema público si el trasplante se hizo en el sector privado.;receptor;m;0;NOUN;nmod;1;1
La ley actual establece el derecho del receptor a recibir medicación oportuna y permanente para el mantenimiento del órgano trasplantado, así como el derecho del donante a recibir atención, ambos con la posibilidad de hacer una homologación para recibir tratamiento en el sistema público si el trasplante se hizo en el sector privado.;recibir;v;0;VERB;acl;1;1
La ley actual establece el derecho del receptor a recibir medicación oportuna y permanente para el mantenimiento del órgano trasplantado, así como el derecho del donante a recibir atención, ambos con la posibilidad de hacer una homologación para recibir tratamiento en el sistema público si el trasplante se hizo en el sector privado.;mantenimiento;m;0;NOUN;nmod;1;1
La ley actual establece el derecho del receptor a recibir medicación oportuna y permanente para el mantenimiento del órgano trasplantado, así como el derecho del donante a recibir atención, ambos con la posibilidad de hacer una homologación para recibir tratamiento en el sistema público si el trasplante se hizo en el sector privado.;recibir;v;0;VERB;acl;1;1
La ley actual establece el derecho del receptor a recibir medicación oportuna y permanente para el mantenimiento del órgano trasplantado, así como el derecho del donante a recibir atención, ambos con la posibilidad de hacer una homologación para recibir tratamiento en el sistema público si el trasplante se hizo en el sector privado.;recibir;v;0;VERB;acl;1;1
"En cambio, el proyecto de nueva ley establece como infracción grave –con multa de hasta 150 salarios mínimos– negar el derecho de todas las personas “a recibir un trasplante cuando sea una indicación médica”; sin embargo, a diferencia de la homologación que plantea la ley actual, señala que “cuando se desarrolle en hospitales privados, el receptor, su familia o representante legal cubrirá los gastos médicos de ablación, trasplante, posterior vigilancia y seguimiento del donador”.";recibir;v;0;VERB;advcl;1;1
"En cambio, el proyecto de nueva ley establece como infracción grave –con multa de hasta 150 salarios mínimos– negar el derecho de todas las personas “a recibir un trasplante cuando sea una indicación médica”; sin embargo, a diferencia de la homologación que plantea la ley actual, señala que “cuando se desarrolle en hospitales privados, el receptor, su familia o representante legal cubrirá los gastos médicos de ablación, trasplante, posterior vigilancia y seguimiento del donador”.";receptor;m;0;NOUN;nsubj;1;1
Sostiene que los diputados se han comprometido a modificar la ley para dar “una mejor calidad de vida al paciente”.;dar;v;0;VERB;advcl;1;1
“Es importante el seguimiento, consultas médicas y sobre todo en la medicación que tenemos de por vida.;sobre;m;0;ADP;conj;1;0
El nefrólogo mexicano Raúl Borrego Gaxiola recomendó crear una base de datos genéticos para aplicar la ley de trasplante.;base;f;0;NOUN;obj;1;1
El pasado viernes en el kilómetro 31 y medio de la Carretera de Oro, jurisdicción de Soyapango, fue encontrado el cadáver de un hombre en una bolsa.;medio;m;0;NUM;conj;1;0
Un día después la Policía fue alertada sobre un cadáver envuelto en una sábana, que habían lanzado en el kilómetro 7 Carretera a Los Planes de Renderos, al sur de San Salvador.;sobre;m;0;ADP;case;1;0
El mismo sábado, pero en horas de la noche las autoridades policiales reportaron un triple homicidio en el la jurisdicción de Ciudad Delgado, se trata de dos hermanos y un primero que fueron atacados a balazos y con arma blanca.;triple;m;0;NUM;nummod;1;0
El hecho ocurrió en la lotificación Santa Laura, Calle El Cujín, del cantón Arenales, del referido municipio.;calle;f;0;PROPN;conj;1;1
"La Policía Nacional Civil reportó que los fallecidos fueron identificados como: Cristian Salazar Álvarez, de 19 años, Eric Vladimir Huezo, de 21 años, y José Daniel Salazar Álvarez, de 17 años; en el momento de la inspección realizada por Medicinal Legal les encontraron lesiones producidas con arma blanca y arma de fuego.";les;pron;0;PRON;obj;1;1
Cuando las autoridades policiales llegaron a la escena, varios testigos informaron del presunto responsable y proporcionaron el nombre y apellido, pero la Policía no proporcionó ningún detalle sobre el supuesta homicida.;sobre;m;0;ADP;case;1;0
Los tres fallecidos eran conocidos en el sector como “Los Zorros” y supuestamente formaban parte de las pandillas pero en calidad de colaboradores, por lo que las autoridades policiales no descartan que el hecho esté relacionado con la rivalidad entre las pandillas y que el móvil tenga que ver con los vínculos que supuestamente las víctimas tenían con esos grupos delictivos.;tres;m;0;NUM;nummod;1;0
Los tres fallecidos eran conocidos en el sector como “Los Zorros” y supuestamente formaban parte de las pandillas pero en calidad de colaboradores, por lo que las autoridades policiales no descartan que el hecho esté relacionado con la rivalidad entre las pandillas y que el móvil tenga que ver con los vínculos que supuestamente las víctimas tenían con esos grupos delictivos.;ver;v;0;VERB;conj;1;1
"En muchas ocasiones estas concentraciones son de 2, 5,000, 10,000, 20,000 personas y nunca han escuchado ustedes que de esas concentraciones salga casi 30 heridos y muchos menos un aproximado de 15 personas heridas de bala"", dijo Cotto a su salida de la entrevista de Noticiero Hechos.";ustedes;pron;1;PRON;obj;1;1
"En muchas ocasiones estas concentraciones son de 2, 5,000, 10,000, 20,000 personas y nunca han escuchado ustedes que de esas concentraciones salga casi 30 heridos y muchos menos un aproximado de 15 personas heridas de bala"", dijo Cotto a su salida de la entrevista de Noticiero Hechos.";bala;f;0;NOUN;nmod;1;1
"En muchas ocasiones estas concentraciones son de 2, 5,000, 10,000, 20,000 personas y nunca han escuchado ustedes que de esas concentraciones salga casi 30 heridos y muchos menos un aproximado de 15 personas heridas de bala"", dijo Cotto a su salida de la entrevista de Noticiero Hechos.";noticiero;m;0;PROPN;nmod;1;1
El titular de la institución dejó claro que se está analizando e investigando lo sucedido y dejó claro que la PNC, a través de la Unidad de Mantenimiento del Orden (UMO) y de unidades de seguridad pública, son las que tienen la capacidad para manejar situaciones como la que se registró en Santa Tecla.;mantenimiento;m;0;PROPN;flat;1;1
El titular de la institución dejó claro que se está analizando e investigando lo sucedido y dejó claro que la PNC, a través de la Unidad de Mantenimiento del Orden (UMO) y de unidades de seguridad pública, son las que tienen la capacidad para manejar situaciones como la que se registró en Santa Tecla.;orden;f;0;PROPN;flat;1;1
El titular de la institución dejó claro que se está analizando e investigando lo sucedido y dejó claro que la PNC, a través de la Unidad de Mantenimiento del Orden (UMO) y de unidades de seguridad pública, son las que tienen la capacidad para manejar situaciones como la que se registró en Santa Tecla.;manejar;v;0;VERB;acl;1;1
"""Yo pregunto, y a los Cuerpos de Agentes Metropolitanos para funciones de mantenimiento del orden quién los entrena, cuál es el equipo que tienen, cómo enfrentan estas situaciones, cuáles son los protocolos y procedimientos, no los tienen y porqué no los tienen, porque no están dentro de sus competencias y esto le podría sucede a cualquier municipalidad si pretende disponer de unidades o personas que realicen funciones de este tipo que no le corresponde"", sostuvo el director de la PNC.";mantenimiento;m;0;NOUN;nmod;1;1
"""Yo pregunto, y a los Cuerpos de Agentes Metropolitanos para funciones de mantenimiento del orden quién los entrena, cuál es el equipo que tienen, cómo enfrentan estas situaciones, cuáles son los protocolos y procedimientos, no los tienen y porqué no los tienen, porque no están dentro de sus competencias y esto le podría sucede a cualquier municipalidad si pretende disponer de unidades o personas que realicen funciones de este tipo que no le corresponde"", sostuvo el director de la PNC.";orden;f;0;NOUN;nmod;1;1
"Además, hizo un llamado a todos los alcaldes para que ""analicen muy bien las funciones que pretenden o han delegado a miembros del CAM"".";llamado;m;0;ADJ;obj;1;0
La diputada del Frente Farabundo Martí para la Liberación Nacional (FMLN), Anabel Belloso, exhortó a Atilio Montalvo, exmiembro de dicho partido, a que denuncie en las instancias correspondientes un supuesto mal manejo de fondos gestionados para la entidad política.;partido;m;0;NOUN;nmod;1;1
La diputada del Frente Farabundo Martí para la Liberación Nacional (FMLN), Anabel Belloso, exhortó a Atilio Montalvo, exmiembro de dicho partido, a que denuncie en las instancias correspondientes un supuesto mal manejo de fondos gestionados para la entidad política.;manejo;m;0;NOUN;obj;1;1
En una entrevista a Diario El Mundo, Montalvo señaló que una Comisión de Finanzas del FMLN intentó fallidamente entregar un informe a la dirigencia en la Convención Nacional del partido, en diciembre pasado, pero se han negado a conocerlo.;dirigencia;f;0;NOUN;nmod;1;1
En una entrevista a Diario El Mundo, Montalvo señaló que una Comisión de Finanzas del FMLN intentó fallidamente entregar un informe a la dirigencia en la Convención Nacional del partido, en diciembre pasado, pero se han negado a conocerlo.;partido;m;0;NOUN;flat;1;1
Montalvo indicó que al menos $1,000 millones gestionados políticamente para el FMLN habrían quedado en manos de algunos dirigentes y militantes del partido que no han rendido cuentas.;partido;m;0;NOUN;nmod;1;1
Al respecto, Belloso pidió a Montalvo que busque al Tribunal de Ética del partido político y considera que esta instancia debe investigar.;partido;m;0;NOUN;nmod;1;1
“Hay una contralaría para el caso de quienes ejercemos la función pública y poder dar seguimiento a nuestro trabajo y todo lo que tiene que ver con nuestros ingresos, tiene que agotar las instancias que dentro del partido están”, afirmó Belloso.;dar;v;0;VERB;conj;1;1
“Hay una contralaría para el caso de quienes ejercemos la función pública y poder dar seguimiento a nuestro trabajo y todo lo que tiene que ver con nuestros ingresos, tiene que agotar las instancias que dentro del partido están”, afirmó Belloso.;trabajo;m;0;NOUN;obj;1;1
“Hay una contralaría para el caso de quienes ejercemos la función pública y poder dar seguimiento a nuestro trabajo y todo lo que tiene que ver con nuestros ingresos, tiene que agotar las instancias que dentro del partido están”, afirmó Belloso.;ver;v;0;VERB;conj;1;1
“Hay una contralaría para el caso de quienes ejercemos la función pública y poder dar seguimiento a nuestro trabajo y todo lo que tiene que ver con nuestros ingresos, tiene que agotar las instancias que dentro del partido están”, afirmó Belloso.;partido;m;0;NOUN;obl;1;1
Asimismo, la legisladora del partido de izquierda también hizo el llamado a la dirigencia del FMLN a investigar esta denuncia porque se debe esclarecer a la militancia “por el bien de la entidad política”.;partido;m;0;NOUN;nmod;1;1
Asimismo, la legisladora del partido de izquierda también hizo el llamado a la dirigencia del FMLN a investigar esta denuncia porque se debe esclarecer a la militancia “por el bien de la entidad política”.;llamado;m;0;ADJ;obj;1;0
Asimismo, la legisladora del partido de izquierda también hizo el llamado a la dirigencia del FMLN a investigar esta denuncia porque se debe esclarecer a la militancia “por el bien de la entidad política”.;dirigencia;f;0;NOUN;obj;1;1
La dirigencia del FMLN no se ha pronunciado sobre los señalamientos de manejo de fondos gestionados políticamente y usados en privado por dirigentes y militantes.;dirigencia;f;0;NOUN;nsubj;1;1
La dirigencia del FMLN no se ha pronunciado sobre los señalamientos de manejo de fondos gestionados políticamente y usados en privado por dirigentes y militantes.;sobre;m;0;ADP;case;1;0
La dirigencia del FMLN no se ha pronunciado sobre los señalamientos de manejo de fondos gestionados políticamente y usados en privado por dirigentes y militantes.;manejo;m;0;NOUN;nmod;1;1
"Nelson Amílcar Rivas, alias ""Oso"", es uno de los detenidos que dejó un operativo policial realizado en las primeras horas de este 26 de diciembre en diferentes puntos de San Salvador.";oso;m;1;PROPN;appos;1;1
La Policía lo señala de ser el hombre que presuntamente aparece en un vídeo, viral en redes sociales, entregando un paquete a un agente de la PNC en la comunidad Tutunichapa, de San Salvador.;ser;m;0;AUX;cop;1;0
La Policía lo señala de ser el hombre que presuntamente aparece en un vídeo, viral en redes sociales, entregando un paquete a un agente de la PNC en la comunidad Tutunichapa, de San Salvador.;comunidad;f;0;NOUN;obl;1;1
"""La persona que aparece en el video que ha circulado en redes sociales es la detenida.";video;m;0;NOUN;obl;1;1
"El video fue verificado y por la validez del video se ha dado seguimiento"", dijo el Subcomisionado Juan Carlos Arévalo.";video;m;0;NOUN;nsubj;1;1
"El video fue verificado y por la validez del video se ha dado seguimiento"", dijo el Subcomisionado Juan Carlos Arévalo.";video;m;0;NOUN;nsubj;1;1
"El video fue verificado y por la validez del video se ha dado seguimiento"", dijo el Subcomisionado Juan Carlos Arévalo.";dado;m;0;VERB;conj;1;0
Asimismo, se indicó que los policías relacionados están bajo investigración.;bajo;m;0;ADP;case;1;0
"Al interior de la institución actuamos de manera más severa"", agregó el subcomisionado.";interior;m;0;NOUN;obl;1;1
"Al interior de la institución actuamos de manera más severa"", agregó el subcomisionado.";manera;f;0;NOUN;obl;1;1
Durante el operativo, se encontaron 6,700 gramos de marihuana, la mayoría en la comunidad Tutunichapa II.;comunidad;f;0;NOUN;nmod;1;1
El precio del bitcoin logró subir la tarde de este lunes, pero sigue sin recuperar el terreno perdido el fin de semana.;subir;v;0;VERB;xcomp;1;1
El precio del bitcoin comenzó a caer el viernes pasado desde los $43,000 que se cotizaba, pero ayer en la tarde el criptoactivo ganó un poco del terreno perdido y se cotizaba a las 6:00 p.m.;caer;v;0;VERB;xcomp;1;1
Pese a la mejora, el bitcoin seguía ayer debajo de la cota de los $40,0000 y había perdido $30,300 desde noviembre pasado cuando alcanzó su mayor cotización por arriba de los $66,300.;mayor;m;0;ADJ;amod;1;0
En la madrugada de ayer, incluso llegó a los $32,983.59, su precio más bajo desde el 22 de julio de 2021 cuando la criptomoneda rondaba los $32,298.90.;bajo;m;0;ADJ;amod;1;0
La caída del bitcoin se lleva a su paso a otras criptomonedas como ethereum que ayer tenía una pérdida del 3.6 % en las últimas 24 horas y binance coin reportaba un baja de 2.5 %, mientras que tether se cotizaban en terreno positivo en 0.3 % en el mismo período.;paso;m;0;NOUN;obl;1;1
La caída del bitcoin se lleva a su paso a otras criptomonedas como ethereum que ayer tenía una pérdida del 3.6 % en las últimas 24 horas y binance coin reportaba un baja de 2.5 %, mientras que tether se cotizaban en terreno positivo en 0.3 % en el mismo período.;positivo;adv;0;ADJ;amod;1;0
En medio de esta caída, el viernes pasado el presidente Nayib Bukele anunció que el Gobierno había comprado 410 bitcoin por una inversión cercana a los $15 millones.;medio;m;0;NOUN;fixed;1;1
El cadáver, según el informe del 911, también presentaba una lesión en la mano derecha, provocada con arma blanca.;mano;f;0;NOUN;nmod;1;1
Cambiar de ubicación las terminales de oriente y occidente, reubicar el mercado La Tiendona y construir una terminal de carga en la parte norte del Área Metropolitana de San Salvador (AMSS) son algunas de las sugerencias de la consultora Tahal en un estudio realizado en 1995.;ubicación;f;0;NOUN;obl;1;1
Cambiar de ubicación las terminales de oriente y occidente, reubicar el mercado La Tiendona y construir una terminal de carga en la parte norte del Área Metropolitana de San Salvador (AMSS) son algunas de las sugerencias de la consultora Tahal en un estudio realizado en 1995.;reubicar;v;1;VERB;advcl;1;1
Cambiar de ubicación las terminales de oriente y occidente, reubicar el mercado La Tiendona y construir una terminal de carga en la parte norte del Área Metropolitana de San Salvador (AMSS) son algunas de las sugerencias de la consultora Tahal en un estudio realizado en 1995.;terminal;m;0;NOUN;obj;1;1
Cambiar de ubicación las terminales de oriente y occidente, reubicar el mercado La Tiendona y construir una terminal de carga en la parte norte del Área Metropolitana de San Salvador (AMSS) son algunas de las sugerencias de la consultora Tahal en un estudio realizado en 1995.;carga;f;0;NOUN;nmod;1;1
Denominado Plan maestro del transporte vehicular en el Área Metropolitana de San Salvador (conocido como Plamatrans), el estudio –que inició el 6 de noviembre de 1995, duró 570 días y comprendía un plan a largo plazo con vigencia hasta 2017- identificó debilidades en la red vial del AMSS como la carencia de control de tránsito, misma que aún se mantiene en diferentes vías pese a los años.;plan;m;0;PROPN;flat;1;1
Denominado Plan maestro del transporte vehicular en el Área Metropolitana de San Salvador (conocido como Plamatrans), el estudio –que inició el 6 de noviembre de 1995, duró 570 días y comprendía un plan a largo plazo con vigencia hasta 2017- identificó debilidades en la red vial del AMSS como la carencia de control de tránsito, misma que aún se mantiene en diferentes vías pese a los años.;plan;m;0;PROPN;flat;1;1
Denominado Plan maestro del transporte vehicular en el Área Metropolitana de San Salvador (conocido como Plamatrans), el estudio –que inició el 6 de noviembre de 1995, duró 570 días y comprendía un plan a largo plazo con vigencia hasta 2017- identificó debilidades en la red vial del AMSS como la carencia de control de tránsito, misma que aún se mantiene en diferentes vías pese a los años.;tránsito;m;1;NOUN;nmod;1;1
Asimismo sugería reubicar la terminal de oriente en las cercanías de Apopa o en la parte oriente de Soyapango (donde se encuentra actualmente Plaza Amanecer), de igual forma recomendaba mover la terminal de occidente a Ciudad Merliot,  reubicar el mercado La Tiendona en la carretera Quezaltepeque- Apopa y construir una terminal de carga en la parte norte del AMSS.;reubicar;v;1;VERB;xcomp;1;1
Asimismo sugería reubicar la terminal de oriente en las cercanías de Apopa o en la parte oriente de Soyapango (donde se encuentra actualmente Plaza Amanecer), de igual forma recomendaba mover la terminal de occidente a Ciudad Merliot,  reubicar el mercado La Tiendona en la carretera Quezaltepeque- Apopa y construir una terminal de carga en la parte norte del AMSS.;terminal;m;0;NOUN;obj;1;1
Asimismo sugería reubicar la terminal de oriente en las cercanías de Apopa o en la parte oriente de Soyapango (donde se encuentra actualmente Plaza Amanecer), de igual forma recomendaba mover la terminal de occidente a Ciudad Merliot,  reubicar el mercado La Tiendona en la carretera Quezaltepeque- Apopa y construir una terminal de carga en la parte norte del AMSS.;terminal;m;0;NOUN;obj;1;1
Asimismo sugería reubicar la terminal de oriente en las cercanías de Apopa o en la parte oriente de Soyapango (donde se encuentra actualmente Plaza Amanecer), de igual forma recomendaba mover la terminal de occidente a Ciudad Merliot,  reubicar el mercado La Tiendona en la carretera Quezaltepeque- Apopa y construir una terminal de carga en la parte norte del AMSS.;reubicar;v;1;VERB;xcomp;1;1
